r --- a
0.715461099853 --- 0.223218699496
0.754705237576 --- 0.187618679847
0.330927942102 --- 0.737236416587
0.905922912949 --- 0.0658673744031
0.846397929288 --- 0.111177109583
0.409997538389 --- 0.594402748821
0.828627698975 --- 0.125322880835
0.745736672425 --- 0.195588484746
0.596253440062 --- 0.344726311534
0.231567117028 --- 0.975257016739
0.948535885172 --- 0.0352237711467
0.0426220894058 --- 2.10358841963
0.349456643848 --- 0.700917184626
0.317813160512 --- 0.764194409624
0.485788718092 --- 0.481320990695
0.650984974881 --- 0.286179144733
0.104472827681 --- 1.50588550906
0.874814828334 --- 0.089162026521
0.0128198065855 --- 2.90450927636
0.462489281996 --- 0.514087930907
0.0573625131777 --- 1.90557617969
0.0917589781302 --- 1.59239329504
0.193145433996 --- 1.09620788655
0.195309177598 --- 1.0887809666
0.561347883922 --- 0.384942967805
0.573885072756 --- 0.37021741626
0.286417802929 --- 0.833535789841
0.824013830081 --- 0.12904531009
0.20044216523 --- 1.07148635104
0.831471015155 --- 0.123039226306
0.533351711246 --- 0.41904946762
0.0422109095576 --- 2.11005104735
0.438756935037 --- 0.549206465316
0.187807168433 --- 1.11489302824
0.475079859362 --- 0.49618157607
0.667196305314 --- 0.269780643702
0.568303407435 --- 0.37673322324
0.4753687519 --- 0.495776304226
0.522613182907 --- 0.432609133731
0.559765122626 --- 0.386825338079
0.972415972954 --- 0.0186477402365
0.395257435457 --- 0.618811994022
0.091717733113 --- 1.5926930244
0.499940429581 --- 0.46217755233
0.498799972934 --- 0.463700079626
0.331145103244 --- 0.736799080857
0.555750217082 --- 0.391624223685
0.493898494865 --- 0.470283505926
0.952003192134 --- 0.0327912607428
0.31765019955 --- 0.764536335375
0.746903837541 --- 0.194545889116
0.212797544996 --- 1.03160937217
0.488338742633 --- 0.477830646131
0.509247425715 --- 0.449880852626
0.921483993494 --- 0.0545132480525
0.38147864881 --- 0.64246693083
0.511650556471 --- 0.446742262566
0.310902608703 --- 0.778850380761
0.340144476546 --- 0.718923213741
0.808217309326 --- 0.141949539623
0.708317842664 --- 0.22990823714
0.697981659648 --- 0.239708301427
0.977753703938 --- 0.0149983180853
0.106502081783 --- 1.49306049784
0.980488523366 --- 0.0131362255288
0.0706122150042 --- 1.76703475493
0.779497575843 --- 0.166070466917
0.0157572012468 --- 2.76697186412
0.831281355038 --- 0.123191311585
0.345734122836 --- 0.708056820286
0.753402503092 --- 0.18877044089
0.435869475564 --- 0.55360829895
0.658275802926 --- 0.278754188062
0.641419782136 --- 0.296047433385
0.34227836474 --- 0.714753960664
0.672476176951 --- 0.264525728494
0.307106020538 --- 0.787041498161
0.530887177461 --- 0.422137168093
0.620791591062 --- 0.317839903687
0.644270973114 --- 0.293090583779
0.262245134107 --- 0.892317057523
0.553968935532 --- 0.39376444457
0.555899478754 --- 0.391445196456
0.00253941817327 --- 3.98388019322
0.680001238212 --- 0.257107106609
0.780810628916 --- 0.164948420749
0.0842401842048 --- 1.64938881633
0.824775929481 --- 0.128429020111
0.00904678972859 --- 3.13689687355
0.0493949684544 --- 2.00527114208
0.181234813845 --- 1.13864118296
0.0135162989672 --- 2.86923932725
0.168436741535 --- 1.18746334722
0.916314975785 --- 0.0582634089245
0.505798022498 --- 0.454411902937
0.947364128636 --- 0.0360478347766
0.348909983574 --- 0.701960877847
0.130093926624 --- 1.35966571794
0.488624776941 --- 0.477440274248
0.316626048794 --- 0.766689238832
0.534002085931 --- 0.418237022528
0.97305823675 --- 0.0182075638746
0.189785062889 --- 1.10790873008
0.717551983296 --- 0.221273255591
0.896183251355 --- 0.0730735768783
0.151905522287 --- 1.25633101019
0.0761130750534 --- 1.71702347651
0.232452422023 --- 0.972713140904
0.827856941068 --- 0.125943277341
0.791608537916 --- 0.155792186445
0.564696752729 --- 0.380977608503
0.85832311998 --- 0.101849769117
0.836677511147 --- 0.118877716052
0.0389298410336 --- 2.16399613384
0.293838251985 --- 0.816483884238
0.539501105221 --- 0.411406963789
0.395075445247 --- 0.619119021129
0.033008272775 --- 2.27399803919
0.770040529207 --- 0.17420808679
0.0711743878532 --- 1.76174816429
0.22793664887 --- 0.985791696314
0.931257555695 --- 0.0474795972156
0.645738564267 --- 0.29157370426
0.928049630452 --- 0.049780044357
0.730139006269 --- 0.209680228947
0.446278366934 --- 0.537874920367
0.600513054803 --- 0.33998059854
0.822912078268 --- 0.129937276528
0.683299455644 --- 0.253881382569
0.213951012685 --- 1.02800546857
0.874670195801 --- 0.0892722551743
0.581980820085 --- 0.36087852465
0.351643167134 --- 0.696758898192
0.0667100246375 --- 1.80493336196
0.195384082475 --- 1.08852533595
0.820274163885 --- 0.132077765602
0.347872418048 --- 0.703946320822
0.691730129389 --- 0.245706257241
0.908284640363 --- 0.0641316459534
0.539950574534 --- 0.410851781502
0.949306192784 --- 0.0346825897257
0.989182124841 --- 0.0072512092113
0.183972196739 --- 1.12864709165
0.0207105949618 --- 2.58473991717
0.0829695221423 --- 1.65952129448
0.468758645686 --- 0.505111505159
0.426558040281 --- 0.568004557495
0.160983004217 --- 1.21763765563
0.641351867766 --- 0.296118024666
0.200841540099 --- 1.07015935971
0.543764436871 --- 0.40615943091
0.0488904859167 --- 2.01211497564
0.702396802 --- 0.235504526422
0.183051213242 --- 1.13199287434
0.541740952778 --- 0.408644892467
0.0401933323779 --- 2.14270277224
0.529337275554 --- 0.4240863189
0.571590238051 --- 0.372888607573
0.717130928169 --- 0.221664566345
0.819509729659 --- 0.132699338794
0.500026378082 --- 0.462062950525
0.943336426254 --- 0.0388881988692
0.655316051867 --- 0.281758425193
0.89688372095 --- 0.0725527042496
0.92469800167 --- 0.0521920529723
0.399314068444 --- 0.612004688511
0.27154833417 --- 0.869076752696
0.912852393888 --- 0.0607873886618
0.310184081229 --- 0.780392898214
0.263853223652 --- 0.888241534308
0.581129912092 --- 0.361853964186
0.0504325293239 --- 1.99141259267
0.619520347388 --- 0.319206489064
0.278478554114 --- 0.852276151704
0.389058993845 --- 0.629349527823
0.914509549697 --- 0.0595782457813
0.162001760286 --- 1.2134320519
0.763585131505 --- 0.179820439263
0.575305209763 --- 0.368569719614
0.154660487154 --- 1.24434864665
0.378807595176 --- 0.647151244832
0.619252124158 --- 0.319495186938
0.770450728839 --- 0.173853048843
0.965399589373 --- 0.0234754540662
0.470898599583 --- 0.502074997102
0.39276319388 --- 0.623032272552
0.170999534973 --- 1.17739629462
0.989184298082 --- 0.00724974454078
0.220497862073 --- 1.00791151997
0.907567859119 --- 0.0646579598336
0.493008206362 --- 0.471486306208
0.988924332424 --- 0.00742497297586
0.851255042875 --- 0.107362331636
0.0435055974142 --- 2.08991044865
0.198575740773 --- 1.07772312402
0.462475164543 --- 0.514108281171
0.82009047634 --- 0.132227071874
0.260635841759 --- 0.896420725479
0.506592447174 --- 0.453365633587
0.299259654386 --- 0.804295782083
0.657011259187 --- 0.280036082248
0.38823316404 --- 0.630766121068
0.0347880283533 --- 2.23898797615
0.682392533255 --- 0.254766816502
0.971306416658 --- 0.0194088615585
0.746944777084 --- 0.194509348561
0.900868451177 --- 0.0695973567779
0.896058925379 --- 0.0731660688251
0.0623588464513 --- 1.84989982212
0.0651323073847 --- 1.82088971979
0.678690214492 --- 0.258393662262
0.74643496319 --- 0.19496452541
0.33242633768 --- 0.734224656161
0.0894573885433 --- 1.60932858182
0.510329246759 --- 0.448466119788
0.103650272406 --- 1.51115520798
0.0501283356222 --- 1.99544589966
0.506936802299 --- 0.452912622305
0.0868362426231 --- 1.62915413515
0.456729766194 --- 0.52244225615
0.257180424527 --- 0.905318266295
0.431395023331 --- 0.560487387456
0.456157120157 --- 0.523278644712
0.632718480487 --- 0.305153129554
0.0995015409307 --- 1.5383880988
0.322398422436 --- 0.754644774367
0.550285882573 --- 0.398211566201
0.654828400656 --- 0.282254707601
0.700929825986 --- 0.236898335028
0.527585350688 --- 0.426296416312
0.126989019162 --- 1.37576977303
0.304445063837 --- 0.792843081625
0.808187909801 --- 0.141973790577
0.214200019471 --- 1.02723002005
0.0597272408473 --- 1.87864471137
0.835736920515 --- 0.119627602534
0.230423094812 --- 0.978558744856
0.720954506062 --- 0.218119494717
0.0823833910201 --- 1.66424761845
0.617652874262 --- 0.32121911431
0.89185771993 --- 0.0762991106199
0.452698860528 --- 0.5283520944
0.509748898684 --- 0.449224686688
0.349740180815 --- 0.700376493798
0.0832189652525 --- 1.65752000626
0.661148998729 --- 0.27585070028
0.931221630858 --- 0.0475053155071
0.0419498286405 --- 2.11418728728
0.0507699614627 --- 1.98696693939
0.290742303846 --- 0.823545305293
0.505900736668 --- 0.454276534354
0.673681180772 --- 0.263332203695
0.559605238754 --- 0.387015783086
0.285247740469 --- 0.836264807669
0.158774055614 --- 1.22684874751
0.515552712844 --- 0.441677149995
0.894444777115 --- 0.0743680759837
0.933368979457 --- 0.0459697866276
0.132437726079 --- 1.34776182393
0.880862205699 --- 0.0845693813175
0.65109119129 --- 0.286070378532
0.889652003017 --- 0.0779499337103
0.381214708267 --- 0.642928349216
0.0756018492745 --- 1.72151635653
0.640280756932 --- 0.297232344077
0.198681754153 --- 1.0773673065
0.244242042882 --- 0.939730377566
0.976014725853 --- 0.0161850698126
0.879497407414 --- 0.085603108403
0.712926403486 --- 0.225584723209
0.154063383655 --- 1.24692745271
0.343289084892 --- 0.712788249124
0.659649786381 --- 0.277364140993
0.733959703582 --- 0.206200767751
0.660738108056 --- 0.27626514887
0.0253820973567 --- 2.44914078796
0.596910273469 --- 0.343992315055
0.270966185849 --- 0.870507494236
0.12868555874 --- 1.36692225292
0.818185749379 --- 0.133777260451
0.247889814082 --- 0.929847286401
0.284105284272 --- 0.838940260169
0.957512756324 --- 0.0289441569896
0.916895539927 --- 0.0578411521562
0.263339549426 --- 0.889540678036
0.947807197435 --- 0.0357361170964
0.79556728564 --- 0.152466567969
0.0993697508701 --- 1.53927168589
0.107402873741 --- 1.48744555993
0.120098968092 --- 1.412959428
0.503356728937 --- 0.457637438393
0.916543247139 --- 0.0580973503591
0.342354670792 --- 0.714605353456
0.954952002016 --- 0.0307294662888
0.878297888617 --- 0.0865129746697
0.552613988776 --- 0.395397034896
0.783309359003 --- 0.162818377673
0.0803967556359 --- 1.68052097093
0.22827197296 --- 0.98481166471
0.567049538515 --- 0.378205739704
0.401593822707 --- 0.608209394952
0.587378240464 --- 0.354724203145
0.0660874778713 --- 1.81118399484
0.732240582226 --- 0.207764103184
0.767465471647 --- 0.17644119241
0.792181978371 --- 0.155309428594
0.202510482726 --- 1.06464241815
0.593683174622 --- 0.347606318648
0.0331158735944 --- 2.27182836451
0.578487500352 --- 0.364892226386
0.63941841742 --- 0.298130825699
0.705341577393 --- 0.232715391044
0.675891239045 --- 0.26114873658
0.704054631621 --- 0.233932882734
0.0461936486169 --- 2.04994197745
0.376652303793 --- 0.65095519213
0.395269846262 --- 0.618791061488
0.300306126615 --- 0.801968601701
0.245070021248 --- 0.937474205506
0.89184711496 --- 0.0763070379181
0.274461127014 --- 0.861963761235
0.868161726216 --- 0.0942515074347
0.194132511129 --- 1.09280953736
0.785114540618 --- 0.161283773485
0.420084173987 --- 0.578200115687
0.354712194928 --- 0.690965691219
0.647860159934 --- 0.289386938994
0.585708002367 --- 0.356622602046
0.99439578084 --- 0.00374665447657
0.80988858026 --- 0.140572397341
0.797368426713 --- 0.150958960075
0.371147763157 --- 0.660770008151
0.880455377456 --- 0.0848773539812
0.813528903208 --- 0.137582549003
0.980276208827 --- 0.0132806008575
0.502241762123 --- 0.459115784911
0.177296004341 --- 1.15328973487
0.813944953407 --- 0.137241693382
0.972831913723 --- 0.0183626415072
0.385973943577 --- 0.634656943655
0.0640697009228 --- 1.83185580754
0.819463410331 --- 0.132737020379
0.721537427847 --- 0.217580684711
0.879549825508 --- 0.0855633762167
0.593917311911 --- 0.347343449897
0.968261295449 --- 0.0215021965439
0.567592613198 --- 0.377567565253
0.529050013297 --- 0.424448205666
0.743573479235 --- 0.19752512609
0.239465502202 --- 0.95289727561
0.696695513416 --- 0.240937877821
0.361493989528 --- 0.678339909334
0.629481995771 --- 0.308572017831
0.703902929883 --- 0.234076544013
0.496542550389 --- 0.466724065658
0.390644387524 --- 0.626638418441
0.560221114922 --- 0.386282483406
0.636278501077 --- 0.301412611143
0.932767596996 --- 0.0463994675624
0.0250027086702 --- 2.45918074212
0.220524620367 --- 1.00783062222
0.357294515873 --- 0.686129908582
0.0489282771242 --- 2.01159985689
0.337553625618 --- 0.724020593714
0.263785760041 --- 0.888412013525
0.447269012894 --- 0.536396697889
0.250299711828 --- 0.9233974879
0.787256697559 --- 0.159467274333
0.423315880552 --- 0.573091077394
0.670004431005 --- 0.266980635453
0.764471894952 --- 0.179046677961
0.47913845418 --- 0.490510449964
0.879999400061 --- 0.0852227021729
0.149916818901 --- 1.26511645291
0.65197526787 --- 0.285165766993
0.748327096807 --- 0.193276734265
0.133516035105 --- 1.34235579681
0.00400200765766 --- 3.68063941958
0.261742702342 --- 0.893595539921
0.109598253905 --- 1.47395589075
0.0178533755326 --- 2.68370845544
0.0616825763423 --- 1.8571691874
0.699060585675 --- 0.238678577146
0.111263445165 --- 1.46390300655
0.00472288253006 --- 3.57022397351
0.377486682673 --- 0.649479992402
0.41867568084 --- 0.58043912679
0.682167874036 --- 0.254986334544
0.19545891471 --- 1.08827005105
0.0779795302441 --- 1.700872613
0.601964813006 --- 0.338370857025
0.222612193424 --- 1.00154937624
0.443134870587 --- 0.542587404664
0.76776994754 --- 0.176176758788
0.909508303231 --- 0.0632341010796
0.106052408976 --- 1.49588125517
0.422837652463 --- 0.573844649287
0.632424944375 --- 0.305462486961
0.166040109082 --- 1.19701726589
0.636113343591 --- 0.301585678885
0.156965732648 --- 1.2344851739
0.12306860747 --- 1.39667552987
0.414085741348 --- 0.58778814793
0.539054830344 --- 0.411958658128
0.89453359083 --- 0.074301882737
0.42606108283 --- 0.568781704045
0.808619119603 --- 0.141618184492
0.461543175607 --- 0.515453116314
0.156152423078 --- 1.23794845183
0.453774676404 --- 0.526769674415
0.590986319627 --- 0.350641606455
0.707073973355 --- 0.231079992424
0.792270183932 --- 0.155235202676
0.684981347846 --- 0.252242447008
0.481513253172 --- 0.487214348909
0.793246056788 --- 0.154414546326
0.0864764401161 --- 1.6319221805
0.409529030514 --- 0.595164990411
0.954415844266 --- 0.0311038713674
0.867094587007 --- 0.0950714741721
0.258723828596 --- 0.901329390026
0.371387219695 --- 0.660340027877
0.905001415361 --- 0.0665458475656
0.358787975441 --- 0.683349108415
0.149503238569 --- 1.26695814915
0.700930625527 --- 0.236897574571
0.541023226707 --- 0.409528712095
0.977371260979 --- 0.0152591320797
0.678783272709 --- 0.258302258913
0.310464422363 --- 0.779790643957
0.975546656165 --- 0.0165048614086
0.0126501661784 --- 2.91338995151
0.611342960788 --- 0.328064777779
0.841141957716 --- 0.115329891281
0.0728833275255 --- 1.74593024632
0.950085721421 --- 0.0341353769223
0.0907199243506 --- 1.59998551525
0.729768560608 --- 0.210018556914
0.22019813546 --- 1.00881834814
0.870062674335 --- 0.0927933536416
0.143367552265 --- 1.29489576715
0.578450921727 --- 0.364934382044
0.0246414593536 --- 2.46888327671
0.149007355398 --- 1.26917307278
0.366622174795 --- 0.668948971796
0.818891780832 --- 0.133202226397
0.1141604479 --- 1.44676692159
0.69464785964 --- 0.242900159066
0.946576965948 --- 0.0366019968432
0.119066686425 --- 1.41871436847
0.153798743688 --- 1.24807359361
0.895485171068 --- 0.0735930780042
0.419270143574 --- 0.57949322183
0.673303044249 --- 0.263706508037
0.204264692592 --- 1.05889240898
0.0766883874669 --- 1.71200332271
0.901728156443 --- 0.0689614553399
0.345125331238 --- 0.709231765979
0.521442124397 --- 0.434104659869
0.877784744314 --- 0.0869025875565
0.928197682336 --- 0.0496736994152
0.218447022242 --- 1.01414116999
0.439102817066 --- 0.548681123927
0.00104642147247 --- 4.57491937143
0.587205687811 --- 0.354920076934
0.165995043314 --- 1.19719823375
0.878692979402 --- 0.0862131508449
0.192904813305 --- 1.09703893803
0.151197216544 --- 1.25944681634
0.171618453773 --- 1.1749877055
0.391352555431 --- 0.625430965979
0.462399130902 --- 0.514217894108
0.542193077291 --- 0.408088739875
0.639050037432 --- 0.298515014553
0.513979119954 --- 0.44371509134
0.447069061663 --- 0.536694797293
0.889719362785 --- 0.0778994591294
0.51333032712 --- 0.444557152346
0.542807910844 --- 0.407333184657
0.972557557268 --- 0.0185506802594
0.774865008786 --- 0.170044298008
0.156202662809 --- 1.23773399619
0.298153829434 --- 0.806763813007
0.0714112976898 --- 1.75953279414
0.209680273295 --- 1.04144761105
0.0963532729523 --- 1.55982261019
0.409458509371 --- 0.595279800692
0.769167004511 --- 0.174964774692
0.389844821482 --- 0.628004341784
0.121914646179 --- 1.40295606705
0.0194583367647 --- 2.62631978354
0.0362660042179 --- 2.2112496663
0.522732890454 --- 0.432456447394
0.571689868146 --- 0.372772415463
0.3916139367 --- 0.624985853225
0.855434112649 --- 0.104097469871
0.281131294221 --- 0.845955653033
0.973661975923 --- 0.0177940552544
0.33682933512 --- 0.725452600588
0.0906353611921 --- 1.60060722796
0.308515555835 --- 0.783988675206
0.220946912757 --- 1.00655521339
0.454762700691 --- 0.525319688681
0.196710517722 --- 1.08401472276
0.113671346621 --- 1.44962927907
0.474322650802 --- 0.497244993974
0.940792037147 --- 0.040688777194
0.89176832181 --- 0.0763659393666
0.950184663734 --- 0.0340659535994
0.753643385486 --- 0.188557324269
0.484379856141 --- 0.483257235562
0.972242169535 --- 0.0187669066275
0.474143373069 --- 0.497497018796
0.927671177745 --- 0.0500519622093
0.36948435538 --- 0.66376458631
0.923560864722 --- 0.053012383293
0.287453385204 --- 0.831129713541
0.22904512064 --- 0.982557507649
0.561342600063 --- 0.384949243039
0.485079260769 --- 0.482295318087
0.727135742422 --- 0.212428068686
0.970422883039 --- 0.0200155603953
0.897395229851 --- 0.0721726006509
0.521628099271 --- 0.433866932346
0.0034644464047 --- 3.77680161791
0.226950723784 --- 0.988681573939
0.360814630222 --- 0.67959396148
0.211490140395 --- 1.03571793273
0.514789618791 --- 0.442664645988
0.0691230278784 --- 1.78124489956
0.750729552354 --- 0.191139872521
0.511586414888 --- 0.446825842531
0.232875027802 --- 0.971502220449
0.930592272398 --- 0.0479560289985
0.464322198864 --- 0.511451049088
0.863196310989 --- 0.0980754257952
0.740398795223 --- 0.200377550321
0.882551313789 --- 0.0832922306191
0.0399308498203 --- 2.14707071692
0.117792930509 --- 1.42588468148
0.745783062533 --- 0.195547014642
0.375931998424 --- 0.652231338136
0.289097515535 --- 0.827327482525
0.861943598772 --- 0.0990436274117
0.686064567271 --- 0.251189022866
0.687182118971 --- 0.250103952517
0.469873537528 --- 0.503527793048
0.164545237629 --- 1.2030464972
0.511808830552 --- 0.446536067663
0.971015082659 --- 0.0196088517948
0.850494245463 --- 0.107958422155
0.256783501365 --- 0.906347970835
0.760307435766 --- 0.182688271169
0.487072919257 --- 0.47956095705
0.234553944894 --- 0.966713116905
0.148151839687 --- 1.27301172487
0.987969613163 --- 0.00806889174357
0.805288426953 --- 0.144369847589
0.482591799685 --- 0.485722745257
0.920377307069 --- 0.0553143844232
0.781399904183 --- 0.164445479322
0.988189600868 --- 0.00792046395509
0.502621792491 --- 0.4586115302
0.564466394281 --- 0.381249619331
0.986688684666 --- 0.0089338033609
0.276723180095 --- 0.85649174821
0.886487857851 --- 0.0803252335258
0.201426908933 --- 1.06821913215
0.382058441817 --- 0.641454462019
0.256231615905 --- 0.907782329276
0.484768512419 --- 0.482722530645
0.504388223637 --- 0.456272681623
0.25287466834 --- 0.916574196702
0.0645507849122 --- 1.82686866801
0.905042019628 --- 0.0665159372209
0.0412238957552 --- 2.1258247978
0.850015958236 --- 0.108333436853
0.218210065839 --- 1.01486471693
0.456576555714 --- 0.522665927702
0.682171889898 --- 0.254982409947
0.262953523203 --- 0.890518653519
0.45986447691 --- 0.51788229888
0.942263422973 --- 0.0396469341846
0.62134990125 --- 0.317240605105
0.0277903131339 --- 2.38871184495
0.0717928409911 --- 1.7559803437
0.62227853696 --- 0.316244985242
0.635370681358 --- 0.302364466823
0.675041587406 --- 0.261987319357
0.423959538072 --- 0.572078171586
0.48795638163 --- 0.478352839353
0.0829060576311 --- 1.66003143198
0.402110605688 --- 0.607352059786
0.272949796297 --- 0.865644931371
0.467226365333 --- 0.507294277608
0.673522152786 --- 0.263489594425
0.886821872968 --- 0.0800740909951
0.815218967765 --- 0.136199019815
0.385191229817 --- 0.636010244791
0.908999535678 --- 0.0636071304064
0.555196147205 --- 0.392289206191
0.181646073322 --- 1.13713009152
0.925554316922 --- 0.0515749729454
0.791404506094 --- 0.15596403748
0.135533929866 --- 1.33235551006
0.918759250976 --- 0.0564874396112
0.586731146363 --- 0.35545905139
0.190376922111 --- 1.10583291425
0.66492992298 --- 0.272049081905
0.477215520794 --- 0.493191376381
0.561257987079 --- 0.385049739434
0.0629888344849 --- 1.84319853246
0.6533411884 --- 0.283770528291
0.705353434526 --- 0.232704184148
0.875174079498 --- 0.0888883096096
0.0507541210627 --- 1.9871749741
0.0245127007479 --- 2.47237593192
0.984961470582 --- 0.0101018364903
0.247436072327 --- 0.931068682644
0.65806759878 --- 0.278965079484
0.142132690708 --- 1.30066281073
0.824132732965 --- 0.1289491189
0.19884294467 --- 1.07682665908
0.95337106751 --- 0.0318340555439
0.30753163542 --- 0.786118211741
0.684196506946 --- 0.253006741176
0.29069223315 --- 0.823660126349
0.664362555679 --- 0.272618173953
0.941473298679 --- 0.0402061944613
0.341730895611 --- 0.715821137727
0.471162539661 --- 0.501701433118
0.828804074707 --- 0.125180994064
0.710083598602 --- 0.228248380912
0.37504169828 --- 0.65381204252
0.325822996593 --- 0.74760066687
0.107103738518 --- 1.48930493023
0.0925332722685 --- 1.58679133263
0.206707016661 --- 1.05096857784
0.124829024135 --- 1.3872068566
0.00140863005137 --- 4.37675842778
0.674845273455 --- 0.262181225931
0.124510959314 --- 1.38890769355
0.655693197463 --- 0.281374857488
0.235569753328 --- 0.963832144604
0.220844186014 --- 1.00686524452
0.728234336585 --- 0.211421594445
0.434494982676 --- 0.55571392113
0.55717383351 --- 0.389918665905
0.420619810196 --- 0.577350611317
0.357149962968 --- 0.686399680713
0.619427599767 --- 0.319306302374
0.719669283237 --- 0.219309000889
0.481643366852 --- 0.487034227728
0.980066676149 --- 0.0134231151633
0.980626039198 --- 0.0130427305101
0.381840800113 --- 0.641834340582
0.598327498696 --- 0.342411345506
0.0902705830942 --- 1.60329576016
0.177690064617 --- 1.15180963758
0.436916022765 --- 0.552009513293
0.247594610438 --- 0.930641670416
0.322617624105 --- 0.754191655557
0.234408336801 --- 0.967127103571
0.700916609588 --- 0.236910905495
0.305457338367 --- 0.7906301036
0.821485939818 --- 0.131093637937
0.714190524404 --- 0.224403674224
0.400143658463 --- 0.61062110013
0.214467787284 --- 1.02639715182
0.560100876987 --- 0.386425582666
0.61543952097 --- 0.323612398791
0.692028938184 --- 0.24541833737
0.930364051336 --- 0.0481195442557
0.62861079845 --- 0.309495317463
0.0616895570707 --- 1.8570937438
0.816385687243 --- 0.135245586499
0.99424549937 --- 0.00384741437538
0.284107908273 --- 0.838934102852
0.00161434710101 --- 4.28588311725
0.132331726669 --- 1.34829561872
0.0993301184379 --- 1.53953763093
0.441300586071 --- 0.545352689767
0.938950103214 --- 0.0419952929357
0.934384709659 --- 0.0452446872324
0.203815242371 --- 1.06036091344
0.52277852107 --- 0.432398254992
0.338603618247 --- 0.721950082291
0.911011873703 --- 0.0621328987364
0.37656132615 --- 0.651116240097
0.86620860494 --- 0.0957530107497
0.368023231797 --- 0.666406141949
0.366456811021 --- 0.669249737525
0.0396228349021 --- 2.15223312532
0.940986199277 --- 0.0405512036816
0.15505124822 --- 1.24266638869
0.946328838331 --- 0.0367767740687
0.94878582654 --- 0.0350481261009
0.243386657556 --- 0.942069277916
0.599553547613 --- 0.341046658699
0.696474733621 --- 0.241149175086
0.65084796988 --- 0.286319464838
0.801829769649 --- 0.147239300627
0.352938498535 --- 0.694307641561
0.83734487269 --- 0.118346172719
0.255275292441 --- 0.910275158633
0.411840054398 --- 0.591413481659
0.7957942727 --- 0.152276385282
0.914341272746 --- 0.0597009289797
0.333771048269 --- 0.731533336854
0.690008259234 --- 0.247367807705
0.968812946216 --- 0.0211224824578
0.839187046438 --- 0.116881105085
0.21668948476 --- 1.01952659735
0.900170369493 --- 0.0701141560907
0.163400067558 --- 1.2077024554
0.264935451217 --- 0.885512708652
0.770128611368 --- 0.174131833554
0.55157126512 --- 0.396656152074
0.25825286948 --- 0.902544039863
0.455977357205 --- 0.523541417302
0.611442544317 --- 0.327956191246
0.514842329321 --- 0.442596387902
0.955028896199 --- 0.0306757874394
0.170658418057 --- 1.17872751698
0.256032281674 --- 0.908301161441
0.134558102644 --- 1.33717278887
0.518031142893 --- 0.438479944743
0.549418607051 --- 0.399263091964
0.0785287097462 --- 1.69619399454
0.832024704587 --- 0.122595430393
0.839209989104 --- 0.116862879229
0.602286871803 --- 0.338014277296
0.635454395151 --- 0.302276635388
0.0820192946503 --- 1.66720050586
0.49828518764 --- 0.464388466616
0.679148671534 --- 0.257943479192
0.451722463803 --- 0.529791537247
0.0994491409973 --- 1.53873927417
0.441712742411 --- 0.544730341487
0.866061708362 --- 0.0958660774596
0.899132437957 --- 0.0708832922596
0.718884744085 --- 0.220036156273
0.29589383411 --- 0.811836371694
0.0876698918118 --- 1.62278449828
0.467871680142 --- 0.506374138927
0.519328151606 --- 0.436812879281
0.348244037176 --- 0.703234525814
0.937532811397 --- 0.043002348618
0.11396114161 --- 1.44793183451
0.344907032021 --- 0.709653580446
0.852487173794 --- 0.106398076894
0.751929956838 --- 0.190074734582
0.686784583929 --- 0.25048973096
0.788502100757 --- 0.158413472226
0.354807416608 --- 0.69078675009
0.248250930686 --- 0.928876818052
0.353392034002 --- 0.693451506916
0.4599154766 --- 0.517808368603
0.799415210634 --- 0.149249870215
0.77144512896 --- 0.172993154832
0.678282435368 --- 0.25879433763
0.89289122908 --- 0.0755270063104
0.822887155145 --- 0.129957467831
0.264416520141 --- 0.886819794222
0.0484540141413 --- 2.01809339524
0.366615673232 --- 0.668960794359
0.709620013232 --- 0.228683763229
0.583562393013 --- 0.359069269381
0.933139372586 --- 0.0461338054467
0.273435050749 --- 0.864460773154
0.622897937718 --- 0.315581731668
0.045639230891 --- 2.05799173718
0.0585535844129 --- 1.89187531408
0.110093228105 --- 1.47095182928
0.33688475347 --- 0.725342923301
0.0220515667564 --- 2.5429144166
0.620682474049 --- 0.317957094497
0.810341343661 --- 0.140199805438
0.406962910391 --- 0.599355484635
0.825634939981 --- 0.127735042958
0.446436252653 --- 0.537639106715
0.254098336796 --- 0.913355956098
0.630746535785 --- 0.307234122461
0.957026937025 --- 0.0292824937091
0.75173058163 --- 0.190251525557
0.33588545366 --- 0.727323392579
0.226819663414 --- 0.989066674353
0.158083002157 --- 1.22975670253
0.901017246256 --- 0.0694872535455
0.39685782669 --- 0.61611812107
0.989493173077 --- 0.00704160888676
0.411759897327 --- 0.59154324866
0.44859437386 --- 0.534424132351
0.525641460682 --- 0.428757288231
0.45602968403 --- 0.523464916687
0.490899484368 --- 0.474343925534
0.547633765055 --- 0.401432351599
0.0806892742779 --- 1.67809974741
0.144632787977 --- 1.28903816365
0.843267524542 --- 0.113647348742
0.797284976485 --- 0.151028735093
0.968599780914 --- 0.0212691834678
0.25651781692 --- 0.907038103405
0.294948975693 --- 0.813968600903
0.207434471328 --- 1.04862652668
0.351159602102 --- 0.697676301348
0.939432519925 --- 0.0416528588177
0.0423623877775 --- 2.10766292744
0.98465137602 --- 0.0103117556222
0.0356767759825 --- 2.22217022306
0.619573937086 --- 0.319148823613
